2024-08-28 17:01:54,740 INFO    StreamThr :36548 [internal.py:wandb_internal():85] W&B internal server running at pid: 36548, started at: 2024-08-28 17:01:54.739393
2024-08-28 17:01:54,742 DEBUG   HandlerThread:36548 [handler.py:handle_request():158] handle_request: status
2024-08-28 17:01:54,744 INFO    WriterThread:36548 [datastore.py:open_for_write():87] open: E:\Mercity\arch-optim\wandb\run-20240828_170154-nzg3i299\run-nzg3i299.wandb
2024-08-28 17:01:54,745 DEBUG   SenderThread:36548 [sender.py:send():378] send: header
2024-08-28 17:01:54,787 DEBUG   SenderThread:36548 [sender.py:send():378] send: run
2024-08-28 17:01:56,215 INFO    SenderThread:36548 [dir_watcher.py:__init__():211] watching files in: E:\Mercity\arch-optim\wandb\run-20240828_170154-nzg3i299\files
2024-08-28 17:01:56,217 INFO    SenderThread:36548 [sender.py:_start_run_threads():1123] run started: nzg3i299 with start time 1724844714.741389
2024-08-28 17:01:56,225 DEBUG   HandlerThread:36548 [handler.py:handle_request():158] handle_request: check_version
2024-08-28 17:01:56,225 DEBUG   SenderThread:36548 [sender.py:send_request():405] send_request: check_version
2024-08-28 17:02:01,226 DEBUG   HandlerThread:36548 [handler.py:handle_request():158] handle_request: status_report
2024-08-28 17:02:01,235 DEBUG   HandlerThread:36548 [handler.py:handle_request():158] handle_request: run_start
2024-08-28 17:02:01,275 DEBUG   HandlerThread:36548 [system_info.py:__init__():26] System info init
2024-08-28 17:02:01,275 DEBUG   HandlerThread:36548 [system_info.py:__init__():41] System info init done
2024-08-28 17:02:01,275 INFO    HandlerThread:36548 [system_monitor.py:start():194] Starting system monitor
2024-08-28 17:02:01,276 INFO    SystemMonitor:36548 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-28 17:02:01,276 INFO    HandlerThread:36548 [system_monitor.py:probe():214] Collecting system info
2024-08-28 17:02:01,283 INFO    SystemMonitor:36548 [interfaces.py:start():188] Started cpu monitoring
2024-08-28 17:02:01,284 INFO    SystemMonitor:36548 [interfaces.py:start():188] Started disk monitoring
2024-08-28 17:02:01,284 INFO    SystemMonitor:36548 [interfaces.py:start():188] Started gpu monitoring
2024-08-28 17:02:01,295 INFO    SystemMonitor:36548 [interfaces.py:start():188] Started memory monitoring
2024-08-28 17:02:01,314 DEBUG   HandlerThread:36548 [system_info.py:probe():150] Probing system
2024-08-28 17:02:01,321 INFO    SystemMonitor:36548 [interfaces.py:start():188] Started network monitoring
2024-08-28 17:02:01,322 DEBUG   HandlerThread:36548 [system_info.py:_probe_git():135] Probing git
2024-08-28 17:02:01,384 DEBUG   HandlerThread:36548 [system_info.py:_probe_git():143] Probing git done
2024-08-28 17:02:01,384 DEBUG   HandlerThread:36548 [system_info.py:probe():198] Probing system done
2024-08-28 17:02:01,384 DEBUG   HandlerThread:36548 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.4', 'heartbeatAt': '2024-08-28T11:32:01.314303', 'startedAt': '2024-08-28T11:31:54.717029', 'docker': None, 'cuda': None, 'args': ('train_gpt2.py',), 'state': 'running', 'program': 'E:\\Mercity\\arch-optim\\train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/Sirri69/arch-optim.git', 'commit': 'abea17c15bc68e6ea1d16032e0ebb7c87a52c4d0'}, 'email': 'pranav2278@gmail.com', 'root': 'E:/Mercity/arch-optim', 'host': 'LAPTOP-GT4H04LL', 'username': 'ASUS', 'executable': 'C:\\Users\\ASUS\\AppData\\Local\\Programs\\Python\\Python311\\python.exe', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 2100.0, 'min': 0.0, 'max': 2100.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 0.0, 'max': 2100.0}], 'disk': {'/': {'total': 253.90526962280273, 'used': 144.0317268371582}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 15.726432800292969}}
2024-08-28 17:02:01,384 INFO    HandlerThread:36548 [system_monitor.py:probe():224] Finished collecting system info
2024-08-28 17:02:01,384 INFO    HandlerThread:36548 [system_monitor.py:probe():227] Publishing system info
2024-08-28 17:02:01,385 INFO    HandlerThread:36548 [system_monitor.py:probe():229] Finished publishing system info
2024-08-28 17:02:01,393 DEBUG   SenderThread:36548 [sender.py:send():378] send: files
2024-08-28 17:02:01,393 INFO    SenderThread:36548 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-08-28 17:02:01,647 DEBUG   HandlerThread:36548 [handler.py:handle_request():158] handle_request: python_packages
2024-08-28 17:02:01,647 DEBUG   SenderThread:36548 [sender.py:send_request():405] send_request: python_packages
2024-08-28 17:02:01,647 DEBUG   HandlerThread:36548 [handler.py:handle_request():158] handle_request: stop_status
2024-08-28 17:02:01,648 DEBUG   SenderThread:36548 [sender.py:send_request():405] send_request: stop_status
2024-08-28 17:02:02,290 INFO    Thread-16 :36548 [dir_watcher.py:_on_file_created():271] file/dir created: E:\Mercity\arch-optim\wandb\run-20240828_170154-nzg3i299\files\requirements.txt
2024-08-28 17:02:02,290 INFO    Thread-16 :36548 [dir_watcher.py:_on_file_created():271] file/dir created: E:\Mercity\arch-optim\wandb\run-20240828_170154-nzg3i299\files\wandb-metadata.json
2024-08-28 17:02:02,708 DEBUG   SenderThread:36548 [sender.py:send():378] send: telemetry
2024-08-28 17:02:03,312 INFO    Thread-16 :36548 [dir_watcher.py:_on_file_created():271] file/dir created: E:\Mercity\arch-optim\wandb\run-20240828_170154-nzg3i299\files\output.log
2024-08-28 17:02:05,323 INFO    Thread-16 :36548 [dir_watcher.py:_on_file_modified():288] file/dir modified: E:\Mercity\arch-optim\wandb\run-20240828_170154-nzg3i299\files\output.log
2024-08-28 17:02:06,292 DEBUG   HandlerThread:36548 [handler.py:handle_request():158] handle_request: status_report
2024-08-28 17:02:07,352 INFO    Thread-16 :36548 [dir_watcher.py:_on_file_modified():288] file/dir modified: E:\Mercity\arch-optim\wandb\run-20240828_170154-nzg3i299\files\output.log
2024-08-28 17:02:11,362 DEBUG   HandlerThread:36548 [handler.py:handle_request():158] handle_request: status_report
2024-08-28 17:02:16,073 DEBUG   SenderThread:36548 [sender.py:send():378] send: exit
2024-08-28 17:02:16,073 INFO    SenderThread:36548 [sender.py:send_exit():585] handling exit code: 1
2024-08-28 17:02:16,074 INFO    SenderThread:36548 [sender.py:send_exit():587] handling runtime: 14
2024-08-28 17:02:16,075 INFO    SenderThread:36548 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-08-28 17:02:16,075 INFO    SenderThread:36548 [sender.py:send_exit():593] send defer
2024-08-28 17:02:16,075 DEBUG   HandlerThread:36548 [handler.py:handle_request():158] handle_request: defer
2024-08-28 17:02:16,075 INFO    HandlerThread:36548 [handler.py:handle_request_defer():184] handle defer: 0
2024-08-28 17:02:16,076 DEBUG   SenderThread:36548 [sender.py:send_request():405] send_request: defer
2024-08-28 17:02:16,076 INFO    SenderThread:36548 [sender.py:send_request_defer():609] handle sender defer: 0
